prompt_length_chars,prompt_token_count,response_length_chars,cache_hit,latency_ms,hour_bucket
52,13,80,True,27.39845265298765,1
78,19,98,True,26.60224756923019,2
37,9,102,True,30.10441410501237,11
28,7,81,True,22.258272310674908,2
36,9,105,False,3513.67108628983,8
45,11,109,True,24.692421601976815,13
44,11,115,False,3721.550528111533,20
23,5,125,True,19.874104027779122,2
42,10,72,False,3451.9659019725023,10
45,11,90,True,27.331643860852083,2
142,35,90,True,18.41537463183527,10
103,25,88,True,31.0413141274025,11
26,6,77,False,4187.643628009171,19
35,8,60,True,30.00916984774704,10
19,4,91,False,4149.189379451752,22
30,7,74,True,25.42685690801294,3
47,11,91,False,4808.410448885836,1
73,18,74,True,15.779397744162376,0
28,7,68,True,26.27541021933879,8
29,7,94,False,3667.519131280219,4
13,3,93,True,20.427118608363244,2
37,9,101,True,24.686266580156623,5
23,5,133,True,28.07792643930644,23
31,7,95,True,17.736212266189263,19
26,6,99,True,22.755611898598076,0
38,9,68,True,32.54935341560157,21
16,4,64,True,19.623558098893128,4
19,4,121,False,4063.103522101679,9
117,29,71,True,22.57634619225503,7
21,5,69,True,27.728968799249763,9
23,5,89,True,30.486637536014335,18
101,25,88,True,28.706408834925107,17
172,43,71,True,29.545798011069383,14
22,5,83,False,3756.3140537010568,15
33,8,114,False,3512.453941177991,17
47,11,73,True,20.7365344268259,4
96,24,62,True,26.297708827857694,9
24,6,108,True,26.291230934986135,2
35,8,99,True,27.425612794347906,16
59,14,77,True,26.684783380300953,10
50,12,58,True,20.780950107376384,15
33,8,75,True,18.25066293852142,13
37,9,88,True,29.361743399808844,6
20,5,113,True,25.92917288759458,3
35,8,69,True,30.74688420478909,23
35,8,88,True,24.77633532906066,7
45,11,103,True,17.9741781966152,2
30,7,42,True,29.83064840502053,7
51,12,110,True,23.148146951694464,21
67,16,66,True,26.710017287105106,6
43,10,96,True,21.762702857602402,23
48,12,94,True,33.221508551168455,11
41,10,111,True,20.617175879084016,20
40,10,101,False,3352.2178648705008,15
28,7,42,False,3616.725106970524,1
47,11,74,True,19.53908836456521,12
38,9,92,True,26.652597642937977,10
115,28,86,True,33.05955238733745,4
88,22,99,False,3231.540481947731,13
49,12,105,True,26.975714095158626,2
27,6,102,False,3180.2654142700103,16
23,5,85,True,24.805353997575796,19
73,18,53,True,23.434788570368973,2
46,11,80,True,20.907511987948077,11
51,12,98,True,30.40725234814266,15
16,4,68,True,23.368781591880857,1
64,16,102,True,24.112612564532064,9
50,12,108,True,23.114035626054644,6
23,5,92,False,3657.489999725759,0
31,7,28,True,19.340067799615195,19
46,11,64,True,29.80546743060108,10
41,10,127,True,14.450246765600141,18
34,8,79,False,3348.6859130543176,14
38,9,50,True,23.00139971855118,21
35,8,114,False,4063.379537698542,23
43,10,90,True,28.843018827481846,14
84,21,112,True,22.2141473647345,8
11,2,95,True,31.522568485577757,10
35,8,99,True,21.2974208974944,19
44,11,97,True,30.04549901867003,10
46,11,103,True,18.20561377038492,12
33,8,135,True,30.366289158945786,4
16,4,109,False,3447.842304432188,23
47,11,58,False,3665.5389543248953,15
95,23,98,False,3323.257687082852,7
18,4,112,True,26.386720898601073,14
62,15,114,True,22.52625784737144,9
34,8,81,False,4012.533542585808,3
39,9,113,True,22.085030581679664,20
23,5,108,True,28.101861969656788,21
34,8,141,False,3395.431517130785,20
77,19,74,True,24.695384726460325,8
54,13,79,True,22.79308843817025,6
96,24,83,False,3424.7232571795676,1
72,18,80,True,27.751268715168496,17
50,12,72,True,35.30899576365804,7
96,24,34,True,29.697102108990904,21
50,12,81,True,29.879949749079206,20
61,15,97,True,40.442560974301415,3
34,8,80,False,3500.108041635272,22
41,10,128,False,3603.844539161286,3
28,7,90,True,28.52007537160827,11
66,16,115,True,19.955170112058735,11
22,5,95,False,2548.77841489968,22
59,14,106,True,22.46915366653833,15
36,9,95,True,28.238069886097808,21
72,18,117,True,24.129127188894007,14
58,14,91,True,25.691117127371513,19
100,25,99,True,30.437273100742324,20
58,14,97,True,29.315753693520694,20
18,4,84,True,24.191394984793764,9
39,9,98,True,21.650024515608887,9
22,5,134,True,30.676373658265945,23
31,7,84,True,28.86945590454933,18
86,21,98,True,16.968715908523087,22
55,13,115,True,23.434230305458595,13
28,7,112,True,25.82757731008381,22
24,6,90,True,28.894148585605155,17
41,10,42,True,29.550507474698858,17
22,5,100,True,26.419530005877366,4
28,7,45,False,3918.0258663084496,13
47,11,119,True,25.32068401189077,17
72,18,93,False,3727.3638098299275,18
54,13,109,False,2791.518064643255,22
12,3,71,True,25.09495593320054,7
47,11,58,True,24.82660374990705,7
41,10,95,False,4111.424325717546,23
49,12,89,True,23.012583325352843,23
90,22,80,True,25.28102826544576,4
14,3,91,True,23.593150040471496,9
30,7,145,True,23.76588102244207,22
54,13,106,True,27.439956854022938,4
18,4,110,False,3511.615828602117,18
84,21,106,False,3400.051096365776,2
48,12,119,True,23.259151045816626,4
61,15,86,True,28.82057202750895,18
30,7,48,True,33.437765197433194,14
60,15,86,False,3306.079840199105,13
69,17,106,True,17.658681200655764,20
45,11,70,False,3643.3838305467075,7
45,11,86,False,3142.497464682211,12
46,11,76,True,25.887955584617963,14
26,6,120,True,27.69652276471437,17
37,9,104,False,3707.6411991827285,7
37,9,103,True,25.324715437753714,15
48,12,102,True,27.101614148880646,10
66,16,89,False,3535.5742163557143,13
23,5,93,True,20.97140916693604,20
37,9,66,True,23.274215663785508,9
84,21,46,True,11.480911599633298,16
27,6,93,True,21.89269016211113,22
26,6,96,False,3354.955619825233,18
44,11,114,True,19.902077459162786,23
61,15,121,True,25.828060751163257,14
40,10,121,True,24.72027283977366,6
78,19,70,False,3635.5978041899302,23
62,15,82,True,26.07753984650878,15
61,15,99,False,3261.451332945289,5
53,13,140,True,27.428444795952576,7
129,32,119,False,3887.4962127694234,6
36,9,112,False,3679.3238823025517,20
14,3,82,False,3428.3336027146347,2
90,22,72,False,3445.1093192654976,17
32,8,105,True,25.623486388256733,13
42,10,67,False,2878.1159707680586,1
77,19,85,True,17.318638429778776,14
18,4,87,True,17.613960182694843,18
21,5,121,False,4208.603712994698,17
18,4,82,False,3850.26221274132,12
27,6,41,True,21.958760264004415,8
50,12,100,True,28.12605965289733,3
52,13,76,True,23.603895403941582,0
46,11,90,True,20.174936376102448,8
19,4,88,True,23.609518535060452,15
12,3,84,True,26.129299181582763,0
41,10,105,True,26.624423594122923,23
31,7,59,True,34.39189565996565,14
50,12,79,True,21.655453299982902,7
57,14,103,True,24.632606692047997,23
43,10,77,False,3347.826895607195,4
59,14,57,True,24.882885203995922,22
45,11,103,True,22.496909270056733,6
52,13,112,True,17.253714118278783,9
28,7,89,True,22.445827204734922,10
36,9,50,False,3572.9556858895503,23
44,11,104,True,16.366966594381108,6
60,15,56,True,21.02160579164707,23
33,8,96,False,3130.733950388723,8
52,13,72,False,3035.239911360075,6
35,8,66,True,28.00545918707147,15
38,9,81,True,20.480603552095626,16
61,15,86,True,23.698856847184395,8
14,3,77,True,15.708786689437323,3
21,5,101,True,22.52830024908653,9
19,4,81,True,26.994909503511728,12
12,3,109,False,3313.76528816456,0
28,7,95,True,21.43476459154343,1
58,14,76,True,30.2592743026376,22
35,8,72,True,17.421540392432643,0
44,11,57,False,4008.01717357077,9
69,17,95,True,28.548309328189383,18
78,19,82,False,3597.9105135194627,7
39,9,42,False,3477.8095934974663,11
79,19,79,True,24.79828806732994,2
42,10,71,True,14.024081267388958,19
26,6,121,True,14.887764719782604,15
30,7,55,True,25.647047684479343,20
19,4,61,False,3199.188511015376,20
25,6,112,True,19.47082408923941,8
33,8,117,True,25.327662904150255,0
60,15,75,True,25.575656837539047,8
95,23,77,True,29.722079342701363,3
20,5,102,True,25.683011415063504,12
49,12,43,True,31.14197184167192,3
24,6,52,True,25.039970147744068,22
51,12,84,True,24.42332502596332,14
37,9,120,True,30.32156093123591,6
16,4,81,True,20.107795599792826,22
64,16,92,True,39.07223726633081,18
29,7,112,False,3791.01347745032,10
30,7,132,True,26.904146264188366,3
23,5,78,True,27.62547986986299,8
29,7,89,True,34.38568237665821,14
50,12,126,True,28.962537058363033,18
36,9,59,True,16.97472010498038,6
47,11,110,True,32.01735192383752,17
48,12,69,False,3711.530997353845,6
78,19,92,True,25.535775364196617,5
34,8,85,True,18.603730139123666,10
19,4,70,True,27.63101009061948,3
68,17,70,True,21.743128549662238,9
34,8,95,True,25.500848189967368,8
70,17,109,True,23.579504973196084,6
48,12,87,True,34.62506400867926,18
37,9,91,True,34.91130150072795,7
48,12,101,False,2636.700134900829,16
107,26,70,True,25.319888556844273,17
114,28,104,False,3091.894683152632,15
41,10,106,True,30.53003145751393,6
43,10,142,True,23.355400648333113,19
69,17,82,False,3669.6992549820757,5
26,6,80,True,29.89296431832482,6
47,11,105,False,4060.1463667525322,20
39,9,106,True,24.811224827757346,8
47,11,79,True,17.093446092445035,16
26,6,81,False,3401.245657669087,1
18,4,100,True,34.704334695909345,14
14,3,73,True,28.60612686399896,20
23,5,81,True,32.308995837736525,17
32,8,91,True,20.769489319113347,13
34,8,109,False,3251.2656037582383,20
106,26,77,True,20.284200378153052,7
70,17,53,True,23.861172272093285,9
25,6,51,False,3584.8454804524895,1
48,12,64,True,25.50910306551649,16
32,8,63,True,17.93679488699389,17
35,8,86,True,18.42485447231123,18
44,11,66,True,18.09418034254613,17
55,13,75,True,27.457262949697952,3
34,8,74,True,35.31947267828334,15
68,17,81,True,31.812291220001065,18
22,5,116,True,15.520074004269679,4
40,10,103,True,32.10537969034892,11
148,37,90,False,3173.196539703168,21
45,11,80,True,17.273500272356213,9
82,20,81,True,23.48399191644751,18
42,10,96,False,4214.248299448523,12
54,13,101,True,27.752167554673928,15
39,9,71,True,18.454524738060073,15
37,9,90,True,28.05371077898097,15
27,6,49,True,14.31249701959706,18
50,12,94,False,3293.3500952101044,21
26,6,105,True,30.689783847000243,7
56,14,84,True,25.0919710778566,22
69,17,126,True,22.505312250190272,15
48,12,72,True,29.446731268861747,14
35,8,94,True,29.873759075432908,7
50,12,89,True,31.550198464334752,10
34,8,87,True,29.371712142231935,15
64,16,87,True,30.406873969685734,8
16,4,92,True,28.664542787187674,6
34,8,106,True,26.327643245582358,19
14,3,117,True,25.44754499881907,9
19,4,89,True,23.81370140451299,15
79,19,106,True,18.938158534701373,0
63,15,75,False,3138.606985110464,1
28,7,105,True,23.589927590323953,20
19,4,74,False,3112.07277469527,3
9,2,111,True,32.20406299002131,19
30,7,134,False,2950.7797361725434,21
135,33,87,True,30.01738145438832,11
50,12,46,True,30.396578282160604,21
30,7,79,True,23.842766011556044,10
51,12,114,True,27.97345105685092,22
18,4,101,True,23.782359791375693,5
34,8,94,True,31.610679470392384,10
42,10,110,True,28.17921669132966,9
38,9,99,True,19.047581226558222,18
60,15,114,True,25.807623260769233,1
48,12,108,True,33.2405608091194,19
56,14,120,True,24.093844827266494,0
28,7,97,True,27.23857515047534,7
63,15,108,True,27.729394188695725,14
91,22,83,True,19.816885504176998,3
24,6,77,True,27.55353974606757,11
25,6,124,False,3432.262997191454,23
78,19,94,True,21.87187946799302,19
36,9,106,True,30.37861483747096,0
81,20,92,False,3536.5175088701817,14
32,8,78,False,3881.8511174609225,14
83,20,90,True,27.232305106225937,1
43,10,118,False,3436.154932991731,15
46,11,101,False,3384.437647658937,12
88,22,55,False,2804.4738149916275,16
33,8,85,True,21.36316129670434,7
25,6,125,True,25.201682027773455,6
32,8,85,True,23.438659026966736,17
50,12,53,True,17.071983126998724,17
18,4,127,True,20.3977212187535,3
55,13,103,True,32.84103223531916,5
30,7,88,True,26.92361657292617,14
71,17,82,True,18.382058492993053,19
12,3,111,False,3218.3360249701936,4
27,6,79,True,24.43918049944708,5
17,4,112,True,32.80593266588241,19
26,6,100,False,3616.053330835502,16
45,11,94,False,4217.692711731434,21
36,9,92,False,2900.441888155943,18
35,8,86,False,3496.9094875577275,22
37,9,110,False,3646.5347875736243,4
44,11,72,True,29.687614608748788,6
24,6,57,True,23.325339813631963,5
57,14,102,True,29.315462268054542,1
56,14,102,True,20.929150090069434,18
49,12,99,False,3923.1339072515625,15
53,13,98,True,26.76001476968816,2
46,11,83,True,24.229833417120666,4
111,27,105,True,27.022725965430784,4
38,9,89,True,23.668014624037458,9
34,8,80,True,21.754701234793604,10
27,6,83,True,33.02741691396982,6
24,6,130,False,3997.132153547296,22
21,5,55,True,21.195676274759116,5
25,6,99,False,3172.370134399982,13
39,9,56,True,21.286605726494233,10
47,11,87,True,19.07657678168838,9
41,10,81,True,30.169047206994883,19
27,6,48,False,3643.3410604056144,23
63,15,97,True,29.634279567882707,0
58,14,82,False,4149.434871189154,11
37,9,48,True,23.942266984597357,2
29,7,106,True,27.04875609811645,10
53,13,118,False,3816.59957283393,14
44,11,119,True,20.86828411585546,9
19,4,97,True,28.58862804375032,7
39,9,90,False,3206.370612742589,7
46,11,116,True,18.71972603565981,7
25,6,123,True,24.150627582101304,7
44,11,112,True,31.906395077794627,8
19,4,71,True,33.38297399122848,16
78,19,94,True,28.586742288043386,2
75,18,98,True,19.04828255915815,0
35,8,53,True,27.45303451227944,12
48,12,99,False,3678.3713393353814,16
12,3,135,True,28.62853991659361,6
22,5,102,True,28.924771443439592,4
34,8,119,True,26.816315396237655,14
23,5,93,False,3675.0693200772425,9
57,14,88,True,21.95816252047991,17
109,27,97,True,15.510322407492518,3
22,5,73,True,26.698208833566753,2
26,6,70,False,2524.665034488151,13
45,11,115,True,27.787879214124082,9
90,22,117,True,18.31228153353553,17
21,5,70,True,28.2250834465753,12
45,11,109,True,35.27272547310388,8
100,25,88,True,25.39225065388956,3
17,4,96,True,24.691673403967297,3
21,5,99,True,26.545011780428506,18
32,8,109,True,35.16168512355169,5
31,7,91,False,3702.354025814144,12
60,15,118,True,26.016034666969524,19
45,11,96,True,21.00171288851178,21
16,4,102,False,3316.636690178737,6
52,13,73,True,24.752048460590302,2
30,7,133,True,31.736616208067794,18
76,19,99,False,3596.028605056832,16
29,7,104,True,27.24071072313353,7
29,7,57,True,23.117026384882575,14
53,13,73,True,37.46369433319259,4
59,14,114,True,22.8622275933524,16
50,12,95,True,22.144320428201315,17
17,4,51,True,16.125284777106366,7
52,13,110,True,31.980457846223718,11
24,6,79,True,29.84122796185647,8
45,11,118,True,37.08902768058223,0
19,4,88,False,3478.369929584837,3
50,12,94,False,3722.958622877449,23
27,6,113,False,3453.73086300822,10
21,5,72,True,29.030501084000683,3
57,14,70,True,16.761114294477643,1
45,11,86,True,32.34040911332649,8
29,7,106,True,28.932583756659152,23
83,20,63,False,3327.155295818795,9
32,8,56,True,28.225563438305606,23
41,10,106,True,21.172523494788756,11
46,11,77,False,3330.926806059069,18
29,7,82,True,22.68277693187302,18
51,12,52,True,15.73636069154861,0
30,7,76,True,29.308792471016837,0
32,8,89,True,30.95796807091283,22
79,19,108,False,3098.904795140565,22
24,6,74,True,26.741015079724093,3
12,3,123,False,3736.3528293966547,15
90,22,76,False,3057.606020264312,22
144,36,76,False,3483.2328071300913,22
33,8,120,True,20.58287421956182,7
15,3,94,True,30.260374430118713,19
34,8,78,False,4235.800801129026,15
35,8,86,True,35.11054475426738,22
36,9,117,True,25.2315498239707,3
23,5,119,True,20.369609798247538,14
54,13,73,True,31.134704382179695,0
52,13,89,False,3086.665001604388,8
19,4,91,False,2796.036451217422,0
57,14,70,True,30.953003394339593,10
112,28,88,True,21.736018530771027,19
44,11,90,False,3028.8840929196517,15
34,8,112,True,24.142750842561036,7
37,9,114,True,18.546267315421908,10
55,13,83,False,2242.5334791901023,8
17,4,85,True,31.68189728938412,17
43,10,103,True,26.186690518969236,6
33,8,78,True,18.26969336077506,2
101,25,101,True,17.220802941675323,12
37,9,88,True,33.323880293741354,19
93,23,70,True,24.54840494872435,11
23,5,70,True,21.762948971491912,4
54,13,118,True,23.630041175514986,1
47,11,86,False,3165.8478844607853,22
26,6,122,False,3476.486939367693,18
44,11,79,True,23.034735312069852,3
74,18,95,True,31.83700763869211,1
34,8,137,True,25.258258572236574,3
17,4,68,True,32.1476598728422,9
40,10,52,True,26.283472495215428,19
25,6,115,False,3670.73619200857,3
34,8,73,False,3320.7749063431006,19
38,9,89,True,28.116455331259854,0
17,4,78,False,3466.4709913992147,17
18,4,95,False,3152.9636250946905,6
51,12,70,True,34.5771734578643,23
31,7,86,True,20.465315074520497,11
11,2,98,True,25.0215382117158,6
59,14,69,False,2850.8930678933903,5
46,11,75,True,27.012203766717608,19
28,7,83,True,22.852636770527493,9
20,5,61,False,3222.136258648456,8
61,15,81,True,24.15578707398517,17
48,12,92,False,3854.274261461093,12
133,33,82,True,25.047761431284233,15
49,12,84,False,3818.0972048295034,10
49,12,89,False,4241.145989975429,1
37,9,76,True,25.684366603446925,0
60,15,103,True,27.43941671009783,0
55,13,118,True,27.633490210522883,13
75,18,80,True,27.835853535098472,12
31,7,99,True,15.337054895296948,17
32,8,85,False,3610.1890443871134,21
31,7,97,True,34.867607184068355,4
60,15,121,True,19.76395619961482,22
85,21,100,True,28.054205155683444,22
32,8,54,True,21.56531189167077,14
32,8,99,True,25.39836369633782,12
47,11,114,True,21.83372898863203,4
35,8,85,True,27.807705773098224,4
65,16,109,False,3250.708326621546,0
13,3,76,True,22.75855113177883,15
26,6,60,True,19.749139401596448,10
27,6,92,False,3216.4163915816634,4
12,3,54,True,18.93640600478705,3
24,6,85,True,27.137405210604193,1
25,6,115,True,38.1324245451845,15
36,9,51,False,3262.8296518718403,16
70,17,64,True,28.591739434470814,15
35,8,69,False,3617.2306613067667,2
24,6,88,True,15.306236864982374,0
39,9,82,True,18.38856802049908,2
68,17,117,True,31.413964280513568,18
24,6,109,True,21.0512195993761,17
25,6,99,True,21.503739509179766,7
53,13,92,True,24.171747621579893,1
36,9,97,False,3931.6495117296836,7
55,13,72,True,18.866156327241818,19
40,10,107,True,24.747629636092892,3
57,14,67,True,20.54235272663982,19
24,6,106,True,21.294907101105526,11
40,10,113,True,21.09404486926497,3
36,9,94,True,27.611801069172344,22
22,5,86,True,23.839371547523214,12
18,4,98,True,24.107140160530733,16
56,14,32,False,3360.565213618005,2
33,8,96,False,3177.301499421763,8
24,6,87,True,23.608731157714136,15
38,9,88,True,27.352251777850853,15
71,17,104,True,28.340989217788156,1
12,3,88,False,3943.7696756768228,14
19,4,67,False,3146.85379418096,22
25,6,87,False,3266.5906484835837,18
83,20,91,True,20.69658478417737,4
46,11,92,True,28.845737509834038,21
59,14,93,True,27.224710312723108,16
22,5,110,True,27.27649219208288,1
23,5,68,True,26.40427174362761,3
50,12,93,True,25.231016379074767,22
41,10,115,False,3137.4104202106473,5
53,13,55,True,29.675543805113918,2
36,9,93,True,29.556140025953237,10
46,11,78,False,3598.841025932168,12
43,10,82,True,31.93496364954419,13
59,14,71,True,26.142303408661604,15
60,15,86,True,28.16188096282899,23
17,4,126,False,3629.940663404418,18
13,3,64,True,26.235033537420872,0
66,16,66,True,21.3212400487484,2
73,18,63,True,28.50675419172413,0
24,6,124,True,39.22647197453819,9
15,3,80,True,23.126024626049585,8
42,10,89,True,25.354973577124742,22
64,16,81,True,22.768973678263688,8
99,24,71,False,3187.5430030868883,0
52,13,85,True,32.72224739059337,21
33,8,139,True,21.635144911362676,6
25,6,117,True,22.629597633168192,21
40,10,72,False,3391.7304978625225,18
34,8,102,True,21.211941377288763,21
24,6,73,True,16.45800053523326,19
112,28,54,False,3468.650788749695,3
98,24,110,True,38.998486109186544,15
71,17,113,True,23.16660603174739,9
25,6,110,True,16.666210335048813,15
62,15,80,True,29.499998322148667,17
55,13,86,True,21.365375205349217,12
50,12,104,False,2800.5927882065907,7
75,18,97,True,23.589854761050276,21
55,13,82,True,21.840921554586096,15
58,14,57,True,24.110212221271567,21
55,13,92,True,28.788883804680935,5
47,11,111,True,23.86289684622172,20
16,4,66,True,22.516376486031472,7
42,10,102,True,24.00584198510564,11
30,7,96,True,18.640724077495577,20
